"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"1600000US4738320","Johnson City city, Tennessee","28201","1519","40481","3755","89.6","2.5","39432","3576","N","N","56273","22947","N","N","-","**","N","N","N","N","N","N","-","**","N","N","N","N","N","N","N","N","N","N","N","N","89.6","2.5","39432","3576","9.8","2.5","9000","10293","32.8","4.1","37351","7306","32.9","3.9","58787","15136","24.4","3.0","40285","7927","16184","1389","56305","6571","N","N","49602","8919","N","N","61592","11846","N","N","70588","12024","N","N","28190","15495","N","N","37373","40666","12017","1333","25697","5869","55.4","6.6","21472","7377","48.8","6.5","20930","6222","6.6","4.3","35999","26265","44.6","6.6","30298","8065","33.1","6.0","27097","7509","11.5","4.9","36616","21334","32.6","(X)","(X)","(X)","30.6","(X)","(X)","(X)","34.6","(X)","(X)","(X)",
"1600000US4740000","Knoxville city, Tennessee","79736","2247","37200","2863","78.4","2.0","42032","2947","16.1","1.8","25315","5122","N","N","N","N","N","N","57353","6272","N","N","26098","11155","N","N","27063","21994","N","N","N","N","N","N","36194","16928","76.4","2.1","42168","3175","10.2","1.8","22283","6063","37.1","2.0","36585","3361","33.5","2.3","45626","4236","19.2","1.7","33066","6108","39624","1945","49241","4578","38.6","3.7","34969","6172","61.4","3.7","57108","4020","62.1","3.9","67261","5895","30.7","4.0","24246","4212","7.1","1.7","36822","23804","40112","2888","28193","3255","54.3","3.7","26856","3036","43.3","3.3","24343","3615","11.0","2.6","43972","9305","45.7","3.7","30082","4743","34.8","3.4","26608","2916","10.9","2.4","40134","13091","31.9","(X)","(X)","(X)","36.0","(X)","(X)","(X)","26.8","(X)","(X)","(X)",
"1600000US4748000","Memphis city, Tennessee","250324","4428","36908","897","34.2","1.1","56264","3059","61.0","1.1","30464","1119","N","N","N","N","1.6","0.3","75774","22400","N","N","-","**","N","N","25040","10199","N","N","52775","15984","4.5","0.5","34100","5197","31.9","1.0","58584","3470","5.3","0.7","19194","2742","35.8","1.2","37248","2509","37.4","1.3","43069","4209","21.5","1.0","33917","2394","146262","4099","42879","2615","43.9","2.0","31368","1423","56.1","2.0","55870","3525","49.3","2.1","70083","3076","42.0","2.1","27199","2496","8.7","1.2","33364","8090","104062","4877","26853","1361","52.0","2.2","24037","1998","45.5","2.3","22432","1541","6.5","1.4","48552","4363","48.0","2.2","31270","3139","39.0","2.3","27244","2998","9.1","1.3","53684","6815","40.8","(X)","(X)","(X)","43.5","(X)","(X)","(X)","35.7","(X)","(X)","(X)",
"1600000US4751560","Murfreesboro city, Tennessee","46882","1962","52266","4031","76.0","3.1","58224","6469","13.7","2.8","31571","9387","N","N","-","**","N","N","66360","21032","N","N","-","**","N","N","45532","38719","N","N","31042","24075","N","N","46042","5957","72.7","3.2","60466","7650","11.6","2.2","34514","7966","42.4","3.2","52832","9047","32.4","3.2","67283","6825","13.7","2.1","44352","6942","28495","1661","68662","8293","N","N","64170","9238","N","N","72440","8158","N","N","85359","9765","N","N","42642","5085","N","N","45861","7676","18387","2321","35522","4272","51.5","6.0","28119","7958","34.0","5.3","24417","4419","17.6","4.2","40313","10080","48.5","6.0","39466","4922","33.1","6.2","35472","8137","15.3","4.5","53543","9461","33.6","(X)","(X)","(X)","32.4","(X)","(X)","(X)","35.0","(X)","(X)","(X)",
"1600000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee","265002","3084","51393","1404","67.0","1.1","59613","2281","26.9","1.0","34642","2378","N","N","N","N","2.4","0.3","54732","8257","N","N","-","**","N","N","45719","15993","N","N","56037","12113","6.3","0.5","40713","5324","62.1","1.0","61405","1605","5.9","0.7","31028","4166","41.7","1.0","54592","3072","34.9","0.9","57550","5053","17.4","0.5","40248","2354","147842","3834","61167","2381","45.2","1.8","45849","4929","54.8","1.8","71542","1827","67.3","2.3","76689","4182","24.8","1.9","32192","2517","8.0","1.2","48190","5946","117160","4418","40258","1689","54.1","1.9","36890","2100","44.4","2.1","31132","1620","9.7","1.2","70234","8518","45.9","1.9","42420","4507","31.9","2.2","36052","3127","14.0","1.7","64066","5934","36.5","(X)","(X)","(X)","38.8","(X)","(X)","(X)","32.3","(X)","(X)","(X)",
"1600000US4801000","Abilene city, Texas","42507","1605","44176","6408","80.2","2.3","49576","5959","N","N","35325","9264","N","N","98678","81859","N","N","N","N","N","N","-","**","N","N","36389","21203","N","N","25773","15128","21.7","2.0","49484","12952","67.0","2.6","48119","7464","10.4","2.3","36436","9990","34.8","2.6","51148","8532","31.6","2.3","51843","8412","23.2","2.0","34083","5609","26227","1863","56939","4923","N","N","48080","11969","N","N","61334","10380","N","N","73179","6004","N","N","26265","3904","N","N","40038","19047","16280","1717","30520","3833","48.4","4.3","26704","4500","41.5","4.2","25165","4415","7.0","3.0","41908","23678","51.6","4.3","35188","5147","36.4","4.5","25214","7106","15.2","3.9","51705","6105","30.6","(X)","(X)","(X)","30.5","(X)","(X)","(X)","29.0","(X)","(X)","(X)",
"1600000US4801924","Allen city, Texas","32204","1570","100167","7523","73.6","4.4","96446","7917","N","N","N","N","N","N","94890","79533","N","N","122023","10803","N","N","-","**","N","N","N","N","N","N","94695","28857","N","N","63627","13267","67.1","5.2","100602","6517","N","N","63142","47551","N","N","97143","8305","N","N","111138","8072","N","N","61382","28821","26495","1401","106246","6418","N","N","107583","8345","N","N","104193","10168","N","N","109323","5323","N","N","58527","25912","N","N","48948","27464","5709","1456","64720","12375","54.6","13.8","55386","18979","45.3","13.3","45074","13318","9.3","5.5","105717","54359","45.4","13.8","80462","33191","23.4","9.8","81154","78847","22.1","14.2","71916","65671","21.1","(X)","(X)","(X)","21.1","(X)","(X)","(X)","14.0","(X)","(X)","(X)",
"1600000US4803000","Amarillo city, Texas","74766","2127","50192","2681","86.6","1.3","51069","2016","4.8","0.7","27430","10887","N","N","40202","26571","N","N","62592","30648","N","N","-","**","N","N","51856","7779","N","N","36324","28891","26.6","1.6","41695","3812","63.6","1.8","55306","4778","5.2","1.2","21992","5382","38.6","2.0","50972","2693","36.5","2.0","58424","3984","19.8","1.4","40327","3258","48183","2446","59589","3043","49.0","3.1","51179","3047","51.0","3.1","66588","5499","68.8","2.8","72246","3764","23.5","2.7","24909","6747","7.6","1.7","43680","14047","26583","2528","32567","3801","51.1","4.5","26931","4036","45.1","4.3","23866","4867","6.1","2.5","66773","30873","48.9","4.5","40413","3174","40.6","4.0","39637","5625","8.3","2.8","51250","16189","39.2","(X)","(X)","(X)","38.7","(X)","(X)","(X)","38.6","(X)","(X)","(X)",
"1600000US4804000","Arlington city, Texas","132835","3628","53487","3042","66.5","2.0","57320","4226","22.6","1.7","45023","7601","N","N","60117","39998","5.3","1.1","47371","16102","N","N","44631","4222","N","N","43892","10652","N","N","49930","16127","22.1","2.0","43332","4130","48.3","2.5","64346","4282","4.3","1.0","28640","5231","42.3","2.1","47511","4578","37.5","1.9","61919","2720","15.9","1.4","51467","5474","92746","2657","61153","3075","50.8","2.5","49314","5062","49.2","2.5","72363","5085","64.4","2.9","81260","5454","24.5","2.5","33910","2644","11.1","2.1","42824","8631","40089","3449","37476","3358","49.9","3.9","33440","5043","42.2","3.8","31052","4928","7.7","1.9","50112","27306","50.1","3.9","40160","3372","37.4","3.9","37549","4465","12.7","2.6","51688","16421","32.5","(X)","(X)","(X)","32.9","(X)","(X)","(X)","29.2","(X)","(X)","(X)",
"1600000US4804462","Atascocita CDP, Texas","24994","2536","87235","16922","65.8","5.7","95786","15536","N","N","69153","51914","N","N","-","**","N","N","107390","84429","N","N","-","**","N","N","71015","46908","N","N","69932","53831","N","N","72108","17605","53.8","6.2","97183","12024","N","N","8492","27325","N","N","96073","17309","N","N","110491","11896","N","N","57381","13559","20779","2688","95359","13765","N","N","86165","26103","N","N","99234","12028","N","N","107513","6901","N","N","55727","20789","N","N","96705","54839","4215","1096","32425","17643","68.1","11.7","26753","10592","67.1","11.9","26071","11161","1.0","1.7","-","**","31.9","11.7","64909","17344","24.5","10.8","62730","34973","7.4","7.5","150594","147302","34.0","(X)","(X)","(X)","36.2","(X)","(X)","(X)","23.2","(X)","(X)","(X)",
"1600000US4805000","Austin city, Texas","364893","4984","62250","1457","76.6","1.0","67267","1989","7.6","0.5","41537","2431","N","N","37238","20728","7.2","0.6","85215","7344","N","N","N","N","5.9","0.7","35923","4157","2.3","0.4","56873","8170","26.7","1.1","44455","3404","56.7","1.2","76459","1749","6.3","0.6","30082","4089","50.2","1.1","64201","3038","31.2","1.0","72762","2580","12.3","0.8","50944","3866","189124","4683","76629","2021","48.9","1.9","65628","5794","51.1","1.9","83617","4475","74.3","1.7","95173","4759","18.0","1.4","35015","6045","7.6","1.3","52931","8452","175769","5211","50256","2004","48.2","2.0","45418","2635","36.1","1.8","40065","2721","12.1","1.2","68483","3747","51.8","2.0","52842","3536","35.2","2.0","45532","4491","16.6","1.5","71741","5992","36.0","(X)","(X)","(X)","36.4","(X)","(X)","(X)","34.0","(X)","(X)","(X)",
"1600000US4806128","Baytown city, Texas","28893","1750","51791","6418","62.2","5.0","60521","6414","N","N","31470","12561","N","N","-","**","N","N","67516","62395","N","N","-","**","N","N","60740","30484","N","N","32014","21823","33.5","4.8","50287","10753","38.3","4.1","65670","7163","7.6","3.4","29835","24336","33.2","4.9","60147","15181","40.5","4.7","65803","11574","18.7","3.8","34240","15056","18441","1243","62935","6731","N","N","61854","7913","N","N","66264","16060","N","N","80675","13788","N","N","47509","15643","N","N","36136","17489","10452","1867","35515","13041","47.4","8.6","25891","8147","45.9","8.7","25209","9176","1.4","1.8","-","**","52.6","8.6","42261","14524","44.9","9.7","46760","14305","7.7","5.4","41037","42475","34.4","(X)","(X)","(X)","40.1","(X)","(X)","(X)","22.6","(X)","(X)","(X)",
"1600000US4807000","Beaumont city, Texas","46133","1861","47570","3199","43.8","3.1","66207","6924","51.9","3.2","33834","6756","N","N","-","**","N","N","N","N","N","N","-","**","N","N","40685","16898","N","N","N","N","N","N","55103","13402","34.7","2.8","70170","6182","7.7","2.2","35629","25865","36.0","3.1","56019","9914","32.2","2.5","49040","10982","24.0","2.1","37995","7176","27862","1901","59676","5627","50.0","4.8","51175","10978","50.0","4.8","66381","6829","60.7","4.6","77932","5130","30.5","4.3","38016","8639","8.9","2.4","57263","20187","18271","1903","25322","6419","51.6","6.2","21727","2589","47.2","6.2","20553","2496","4.4","2.3","61250","19132","48.4","6.2","36564","12588","39.9","6.1","31665","10790","8.5","4.3","43889","14637","58.6","(X)","(X)","(X)","61.7","(X)","(X)","(X)","52.5","(X)","(X)","(X)",
"1600000US4810768","Brownsville city, Texas","52309","1867","34050","3229","94.3","1.5","33027","3172","N","N","N","N","N","N","250,000+","***","N","N","-","**","N","N","-","**","N","N","53377","31885","N","N","N","N","89.2","1.8","31829","3698","9.3","1.3","57841","14074","2.7","1.2","23621","7088","36.6","3.0","35178","5693","39.4","3.4","38149","3930","21.2","2.6","24469","4430","43269","1725","36366","2221","51.0","4.1","31504","6405","49.0","4.1","40818","4937","67.0","3.6","46383","4044","25.5","3.3","22848","4072","7.5","2.2","33253","14051","9040","1288","17592","2799","62.9","5.9","15954","2487","53.3","7.4","14509","2752","9.6","5.7","90695","56125","37.1","5.9","23056","6185","35.0","6.2","22413","7052","2.1","1.6","24509","10771","34.5","(X)","(X)","(X)","36.1","(X)","(X)","(X)","23.6","(X)","(X)","(X)",
"1600000US4810912","Bryan city, Texas","30599","1692","44486","6554","72.7","3.9","52497","5198","N","N","26534","4469","N","N","-","**","N","N","N","N","N","N","-","**","N","N","36722","10327","N","N","38084","15889","28.9","3.5","39393","4752","54.1","3.4","57744","8712","11.3","3.4","17079","9880","43.7","4.5","42132","8075","30.5","4.1","56575","14055","14.5","2.8","45541","14288","17478","1518","53392","10604","N","N","40158","18025","N","N","59756","7501","N","N","72248","17039","N","N","24249","4753","N","N","25946","9265","13121","2009","38696","7961","45.3","6.9","34153","12328","34.2","7.8","27123","10706","11.1","5.1","58806","28762","54.7","6.9","45050","16419","34.5","7.4","45268","20136","20.2","5.8","39765","20928","32.9","(X)","(X)","(X)","35.1","(X)","(X)","(X)","29.7","(X)","(X)","(X)",
"1600000US4813024","Carrollton city, Texas","47577","2038","67365","7691","77.2","2.6","70160","6933","N","N","56649","11961","N","N","-","**","11.5","2.1","75108","19640","N","N","-","**","N","N","48429","15894","N","N","71000","25485","26.5","2.6","49233","4275","52.6","2.8","82156","8181","3.5","1.5","40158","15175","38.0","3.6","63432","9840","44.6","3.4","80777","8283","13.8","2.4","49289","6495","33654","1184","75682","3706","48.9","3.9","70514","12151","51.1","3.9","82016","9812","77.8","3.6","91183","9021","16.6","3.1","40414","5578","5.6","1.9","61423","10779","13923","2163","49432","3855","57.2","7.2","46003","5668","47.0","6.8","41101","3411","10.2","4.6","65793","35863","42.8","7.2","56533","11663","33.9","6.2","51756","9312","9.0","4.2","70411","25373","45.7","(X)","(X)","(X)","49.4","(X)","(X)","(X)","36.6","(X)","(X)","(X)",
"1600000US4813552","Cedar Park city, Texas","21212","1317","90762","10784","85.3","3.6","92401","12270","N","N","65221","26024","N","N","-","**","N","N","121731","73607","N","N","-","**","N","N","N","N","N","N","N","N","N","N","80164","36157","72.8","5.0","95119","12320","N","N","39638","33169","N","N","95713","11961","N","N","109616","14251","N","N","44535","8329","16234","1080","106746","10183","N","N","110665","9683","N","N","100392","19437","N","N","116101","9715","N","N","56523","14310","N","N","70369","21817","4978","1175","42096","7334","63.2","10.6","41113","1730","44.9","10.2","40735","1976","18.3","8.8","58821","61625","36.8","10.6","54750","20583","28.2","9.8","49091","18481","8.6","6.2","66623","61841","26.6","(X)","(X)","(X)","28.0","(X)","(X)","(X)","21.2","(X)","(X)","(X)",
"1600000US4815976","College Station city, Texas","38409","1875","37478","4531","78.7","2.8","39995","6104","N","N","35639","9300","N","N","-","**","N","N","33349","12269","N","N","-","**","N","N","N","N","N","N","25603","2816","N","N","45846","16692","66.5","3.2","38855","5174","30.7","3.3","14439","4945","35.1","3.3","47973","8338","21.7","3.2","80615","14388","12.5","2.6","41401","10365","17910","1449","81130","12942","N","N","86664","25013","N","N","76337","14619","N","N","91109","13467","N","N","32040","11069","N","N","73593","41312","20499","1937","21770","1975","54.0","4.7","21891","3059","34.6","5.8","22077","2594","19.4","3.9","19704","10995","46.0","4.7","21663","2946","23.3","4.7","21569","4285","22.7","4.7","21864","7477","34.8","(X)","(X)","(X)","32.8","(X)","(X)","(X)","35.4","(X)","(X)","(X)",
"1600000US4816432","Conroe city, Texas","25298","1885","50112","7040","87.2","3.8","52785","7010","N","N","32106","10393","N","N","-","**","N","N","N","N","N","N","-","**","N","N","N","N","N","N","N","N","N","N","42914","15607","66.2","5.5","56484","7290","7.0","3.4","34882","11414","43.6","5.7","48861","10393","29.9","5.8","65114","7964","19.5","4.3","46913","14119","15467","1324","57204","6939","N","N","41794","14193","N","N","69420","25479","N","N","74589","22005","N","N","31332","9759","N","N","33020","6791","9831","1876","41857","9774","51.6","11.0","40921","11658","44.3","10.3","38721","10264","7.3","4.4","49022","67412","48.4","11.0","41902","15561","42.1","10.6","40206","27469","6.3","4.7","50351","10606","30.8","(X)","(X)","(X)","30.8","(X)","(X)","(X)","26.0","(X)","(X)","(X)",
"1600000US4817000","Corpus Christi city, Texas","117609","2642","51255","2134","89.9","1.0","51334","2376","N","N","42241","16177","N","N","N","N","N","N","73958","20317","N","N","-","**","2.1","0.5","45795","10961","N","N","43936","22013","56.6","1.4","43398","3019","36.7","1.1","65274","4193","5.5","0.9","22253","14934","36.4","1.4","55798","6265","36.5","1.4","57645","5002","21.7","1.1","39495","4329","78150","2570","61675","3690","41.3","2.5","51808","8627","58.7","2.5","67044","3764","67.9","2.7","77074","3538","23.0","2.4","30775","2329","9.1","1.8","56367","7532","39459","2954","28900","4315","55.5","3.8","22591","2783","43.9","3.9","21041","1761","11.5","3.1","46223","18153","44.5","3.8","38878","6187","33.7","4.1","30165","5971","10.9","2.6","65532","28406","27.5","(X)","(X)","(X)","29.7","(X)","(X)","(X)","21.2","(X)","(X)","(X)",
"1600000US4819000","Dallas city, Texas","495362","5725","45918","937","61.5","0.9","54338","2762","26.7","0.8","30989","1176","N","N","45360","22705","3.5","0.4","60457","9711","N","N","N","N","5.8","0.5","39706","4213","2.3","0.4","46405","8397","30.4","1.0","39733","1651","37.6","0.9","76241","2290","6.4","0.5","32301","2680","43.0","0.9","47236","1701","34.2","0.9","50582","1918","16.3","0.7","39802","2591","284275","4790","49088","1725","47.6","1.7","38086","2211","52.4","1.7","62829","3864","62.0","1.5","67974","4047","27.0","1.4","28581","1776","10.9","1.0","41784","2828","211087","6564","40353","1470","50.7","1.6","38072","2682","42.1","1.7","33159","3324","8.6","0.9","62801","4012","49.3","1.6","41715","1583","38.3","1.6","36958","2145","11.1","1.3","66736","4950","39.9","(X)","(X)","(X)","44.1","(X)","(X)","(X)","33.0","(X)","(X)","(X)",
"1600000US4819972","Denton city, Texas","45529","2316","52023","3522","83.5","2.3","54899","3809","N","N","38627","7802","N","N","-","**","N","N","N","N","N","N","-","**","N","N","31308","17945","N","N","56222","22701","17.8","2.6","41108","8102","68.0","3.0","58862","4814","17.0","2.3","20793","4268","34.3","3.1","61195","10580","29.4","3.1","66593","8314","19.3","2.7","50283","6630","26716","1604","68189","4474","N","N","71050","9177","N","N","67199","3382","N","N","80221","5115","N","N","39102","19120","N","N","40600","18720","18813","2010","30510","3620","54.8","6.0","30086","4312","35.5","5.8","29974","5347","19.3","4.8","30224","6754","45.2","6.0","31460","8613","24.9","5.1","24560","7692","20.3","4.7","45223","13415","30.5","(X)","(X)","(X)","32.8","(X)","(X)","(X)","26.8","(X)","(X)","(X)",
"1600000US4822660","Edinburg city, Texas","25073","2074","41004","4323","87.5","5.0","41661","5289","N","N","-","**","N","N","-","**","N","N","-","**","N","N","-","**","N","N","31636","12029","N","N","N","N","88.9","3.2","39019","7875","N","N","64493","15244","6.5","3.5","25833","4162","46.4","6.9","38473","9850","31.4","5.0","65989","22563","15.7","4.0","28173","10571","17894","1403","43694","8461","N","N","34706","11251","N","N","51147","14856","N","N","65445","26753","N","N","25481","6356","N","N","19833","7663","7179","1804","27888","5424","49.4","11.2","25212","16606","42.0","10.7","19216","15575","7.4","5.9","42942","24093","50.6","11.2","31337","15788","38.2","12.4","30746","19645","12.4","7.9","92079","118905","28.1","(X)","(X)","(X)","28.2","(X)","(X)","(X)","27.9","(X)","(X)","(X)",
"1600000US4824000","El Paso city, Texas","222557","3503","45069","1995","85.3","1.0","45395","1732","4.5","0.5","58563","11760","N","N","31126","4728","N","N","52701","31143","N","N","-","**","6.4","0.8","36043","6935","1.4","0.4","57817","12804","74.0","0.9","41208","1198","18.8","0.8","57388","3512","4.4","0.8","34253","4267","35.7","1.3","48404","2885","37.4","1.2","50942","2167","22.5","0.9","33594","1846","160679","4325","50447","1375","44.9","1.5","48714","2687","55.1","1.5","52474","2514","68.2","1.9","59282","2875","23.6","2.0","31878","2714","8.2","1.1","41474","3120","61878","3758","27994","2725","51.9","3.5","19978","1874","47.4","3.5","19281","1309","4.5","1.4","36648","11060","48.1","3.5","33292","4853","40.5","3.8","32748","5158","7.6","1.9","45156","32467","30.6","(X)","(X)","(X)","33.7","(X)","(X)","(X)","21.2","(X)","(X)","(X)",
"1600000US4826232","Flower Mound town, Texas","23575","870","120084","6411","86.6","2.9","119486","7252","N","N","111694","31426","N","N","-","**","N","N","127548","34422","N","N","-","**","N","N","-","**","N","N","131920","72518","N","N","128864","28521","83.4","3.1","118930","7575","N","N","48734","38108","N","N","128545","15499","N","N","125729","8205","N","N","69545","33985","20137","593","127369","6693","N","N","132326","11142","N","N","120760","13237","N","N","132169","6836","N","N","57251","10705","N","N","155705","58459","3438","793","62749","15184","53.3","11.8","51898","21938","40.5","11.4","48813","14041","12.8","7.9","104715","131391","46.7","11.8","63862","15100","44.2","12.1","63668","17491","2.6","3.1","-","**","33.7","(X)","(X)","(X)","34.0","(X)","(X)","(X)","32.3","(X)","(X)","(X)",
"1600000US4827000","Fort Worth city, Texas","285173","4230","55888","1536","67.8","1.4","62137","1904","20.8","1.1","38299","4317","N","N","N","N","3.6","0.6","66345","9084","N","N","-","**","5.8","0.8","40424","7986","1.5","0.3","54931","12720","26.7","1.2","42036","1743","47.6","1.4","72323","2956","5.0","0.8","28991","4156","42.1","1.3","58332","3013","36.2","1.4","65199","4077","16.7","0.8","39173","3737","190765","4313","64786","2829","52.8","2.1","58962","3481","47.2","2.1","70993","3362","67.1","2.1","80312","3504","23.9","1.8","35822","4249","9.0","1.1","44914","13528","94408","5401","36718","2813","51.9","2.8","30335","3528","43.2","2.5","25339","2268","8.7","2.0","62050","9410","48.1","2.8","43015","5754","39.4","2.6","39281","4752","8.7","1.5","64260","6559","33.9","(X)","(X)","(X)","34.7","(X)","(X)","(X)","28.7","(X)","(X)","(X)",
"1600000US4827684","Frisco city, Texas","50480","1677","123055","8926","73.3","2.7","122066","10005","N","N","81778","10077","N","N","168351","97299","N","N","141816","7555","N","N","-","**","N","N","74330","63398","N","N","120297","72417","9.8","1.9","85580","20555","66.6","2.6","125100","8579","0.9","0.6","36059","22269","45.2","3.2","131133","5503","42.4","2.8","131940","19456","11.5","1.9","53208","8410","40605","1425","136256","10460","N","N","146407","7072","N","N","105828","21727","N","N","144812","6749","N","N","51854","26388","N","N","96224","56008","9875","1435","60664","13018","57.5","8.5","42875","4806","50.2","8.5","41300","3287","7.4","3.7","143906","48596","42.5","8.5","80972","6771","36.1","8.0","79019","6870","6.4","3.7","182093","105577","27.6","(X)","(X)","(X)","27.6","(X)","(X)","(X)","27.1","(X)","(X)","(X)",
"1600000US4829000","Garland city, Texas","75582","2880","55725","2671","66.0","2.5","55788","3829","15.5","2.3","48087","11017","N","N","26902","21914","9.5","1.5","63719","20275","N","N","-","**","N","N","58816","10894","N","N","48305","18183","27.5","2.6","50780","6629","45.2","2.5","60389","3779","1.9","0.8","32889","12862","36.3","2.5","51863","4679","40.9","2.8","63034","3566","20.9","2.1","49752","5643","56539","1848","60329","2575","46.4","3.1","51844","5980","53.6","3.1","68003","3419","71.8","3.2","67166","4446","21.4","2.9","34715","6501","6.8","1.7","43407","13953","19043","2256","41838","4585","55.0","4.9","38886","6300","48.8","5.1","35047","6386","6.3","3.3","58257","29838","45.0","4.9","43988","4464","34.8","4.9","40078","6559","10.2","2.9","56474","26911","37.6","(X)","(X)","(X)","38.0","(X)","(X)","(X)","33.5","(X)","(X)","(X)",
"1600000US4830464","Grand Prairie city, Texas","58919","2178","60838","3156","58.5","3.1","57880","4989","29.2","3.1","70420","12840","N","N","41053","39022","N","N","98253","43528","N","N","-","**","N","N","55859","14440","N","N","45509","21919","36.0","3.0","49487","3994","28.2","2.4","70147","4809","3.8","1.3","17344","10626","41.4","3.1","62296","4340","39.6","3.7","75359","9526","15.1","1.9","39586","7757","44326","1535","65132","4649","49.2","3.6","61151","6179","50.8","3.6","75250","6715","69.1","3.8","76809","4697","22.6","3.5","40537","9781","8.3","2.5","60281","21634","14593","2017","37078","5046","48.5","7.1","34870","7822","42.7","7.1","31867","9878","5.9","2.8","54296","34453","51.5","7.1","43085","5901","41.3","7.7","40511","8880","10.2","4.7","55703","11606","29.9","(X)","(X)","(X)","31.6","(X)","(X)","(X)","23.5","(X)","(X)","(X)",
"1600000US4832372","Harlingen city, Texas","21447","1303","35810","4381","94.3","2.0","35464","4417","N","N","-","**","N","N","-","**","N","N","95924","22507","N","N","-","**","N","N","N","N","N","N","-","**","72.4","3.9","31509","6295","24.2","3.9","45703","7947","5.3","2.4","25684","25119","36.0","4.6","37307","9768","32.5","5.0","43815","8534","26.3","3.6","28502","9125","14675","921","36803","8534","N","N","30743","7705","N","N","47938","9073","N","N","48691","8406","N","N","23812","11260","N","N","31775","14821","6772","1433","20106","6915","50.2","10.5","17543","2655","48.4","10.0","17700","2614","1.8","1.9","10486","62160","49.8","10.5","37688","22140","31.9","9.7","37982","18459","17.9","8.5","26981","51381","34.9","(X)","(X)","(X)","33.6","(X)","(X)","(X)","32.4","(X)","(X)","(X)",
"1600000US4835000","Houston city, Texas","849974","7977","48064","1178","58.5","0.9","57021","1478","24.6","0.7","32764","1690","N","N","51932","14145","6.9","0.4","61655","3385","N","N","62773","32071","8.2","0.5","37304","2193","1.6","0.2","53030","6839","35.0","0.8","40046","1328","32.4","0.8","81347","2040","5.2","0.4","29894","4456","44.4","0.9","48675","1793","34.3","0.9","54062","2240","16.1","0.6","40132","1752","525369","7220","52024","1316","49.1","1.0","41395","1191","50.9","1.0","62361","2808","61.2","1.1","72315","2340","28.8","0.9","27634","1589","10.0","0.8","41201","2146","324605","8233","37870","1990","46.4","1.6","33440","2382","39.6","1.6","30096","2415","6.7","0.7","76816","9921","53.6","1.6","41685","1119","43.5","1.5","36977","1859","10.2","1.1","64591","6733","36.4","(X)","(X)","(X)","37.9","(X)","(X)","(X)","31.9","(X)","(X)","(X)",
